,,Subject,,,fz098,
12120,2201.646,Entry,19,TrialEnd,,
12121,2201.646,Reg,3,ActionRate,    0.988,
12122,2201.646,Reg,4,LeftCorrect,    0.764,
12123,2201.646,Reg,5,RightCorrect,    0.953,
12124,2201.647,Exit,19,TrialEnd,Time,
12125,2201.647,Entry,1,Trial,,
12126,2201.647,Reg,1,Trial,  258.000,
12127,2201.649,Exit,1,Trial,Time,
12128,2201.649,Entry,2,ITI,,
12129,2201.649,Reg,6,ITItime, 3148.636,
12130,2204.798,Exit,2,ITI,Time,
12131,2204.798,Entry,3,Wait,,
12132,2205.298,Exit,3,Wait,Time,
12133,2205.298,List,,TrialType10,    4.000,
12134,2205.298,Entry,4,CueLeft,,
12135,2205.398,Exit,4,CueLeft,Time,
12136,2205.398,Entry,5,DeadLeft,,
12137,2205.498,Exit,5,DeadLeft,Time,
12138,2205.498,Entry,6,WaitForLickLeft,,
12139,2206.181,Input,6,On1B2,,
12140,2206.181,Exit,6,WaitForLickLeft,6,
12141,2206.181,Entry,8,FalseLeft,,
12142,2206.245,Input,38,Off1B2,,
12143,2206.396,Input,6,On1B2,,
12144,2206.458,Input,38,Off1B2,,
12145,2206.604,Input,6,On1B2,,
12146,2206.668,Input,38,Off1B2,,
12147,2209.222,Input,6,On1B2,,
12148,2209.284,Input,38,Off1B2,,
12149,2209.388,Input,6,On1B2,,
12150,2209.468,Input,38,Off1B2,,
12151,2211.182,Exit,8,FalseLeft,Time,
12152,2211.182,Entry,19,TrialEnd,,
12153,2211.182,Reg,3,ActionRate,    0.988,
12154,2211.182,Reg,4,LeftCorrect,    0.758,
12155,2211.182,Reg,5,RightCorrect,    0.953,
12156,2211.183,Exit,19,TrialEnd,Time,
12157,2211.183,Entry,1,Trial,,
12158,2211.183,Reg,1,Trial,  259.000,
12159,2211.184,Exit,1,Trial,Time,
12160,2211.184,Entry,2,ITI,,
12161,2211.184,Reg,6,ITItime, 2086.583,
12162,2213.271,Exit,2,ITI,Time,
12163,2213.271,Entry,3,Wait,,
12164,2213.771,Exit,3,Wait,Time,
12165,2213.771,List,,TrialType10,    9.000,
12166,2213.771,Entry,9,CueRight,,
12167,2213.871,Exit,9,CueRight,Time,
12168,2213.871,Entry,10,DeadRight,,
12169,2213.971,Exit,10,DeadRight,Time,
12170,2213.971,Entry,11,WaitForLickRight,,
12171,2214.569,Input,6,On1B2,,
12172,2214.569,Exit,11,WaitForLickRight,6,
12173,2214.569,Entry,12,HitRight,,
12174,2214.571,Exit,12,HitRight,Time,
12175,2214.571,Entry,16,WaterOut,,
12176,2214.631,Input,38,Off1B2,,
12177,2214.647,Exit,16,WaterOut,Time,
12178,2214.647,Entry,17,WaterConsumption,,
12179,2214.647,Reg,14,CupUp, 1925.000,
12180,2215.304,Input,6,On1B2,,
12181,2215.346,Input,38,Off1B2,,
12182,2216.515,Input,6,On1B2,,
12183,2216.557,Input,38,Off1B2,,
12184,2216.573,Exit,17,WaterConsumption,Time,
12185,2216.573,Entry,19,TrialEnd,,
12186,2216.573,Reg,3,ActionRate,    0.988,
12187,2216.573,Reg,4,LeftCorrect,    0.758,
12188,2216.573,Reg,5,RightCorrect,    0.953,
12189,2216.575,Exit,19,TrialEnd,Time,
12190,2216.575,Entry,1,Trial,,
12191,2216.575,Reg,1,Trial,  260.000,
12192,2216.576,Exit,1,Trial,Time,
12193,2216.576,Entry,2,ITI,,
12194,2216.576,Reg,6,ITItime, 3166.559,
12195,2219.744,Exit,2,ITI,Time,
12196,2219.744,Entry,3,Wait,,
12197,2220.244,Exit,3,Wait,Time,
12198,2220.244,List,,TrialType10,    4.000,
12199,2220.244,Entry,4,CueLeft,,
12200,2220.345,Exit,4,CueLeft,Time,
12201,2220.345,Entry,5,DeadLeft,,
12202,2220.445,Exit,5,DeadLeft,Time,
12203,2220.445,Entry,6,WaitForLickLeft,,
12204,2220.527,Input,6,On1B2,,
12205,2220.527,Exit,6,WaitForLickLeft,6,
12206,2220.527,Entry,8,FalseLeft,,
12207,2220.598,Input,38,Off1B2,,
12208,2220.919,Input,5,On1B1,,
12209,2220.960,Input,37,Off1B1,,
12210,2221.092,Input,6,On1B2,,
12211,2221.163,Input,38,Off1B2,,
12212,2224.617,Input,6,On1B2,,
12213,2224.670,Input,38,Off1B2,,
12214,2224.827,Input,6,On1B2,,
12215,2224.900,Input,38,Off1B2,,
12216,2225.020,Input,6,On1B2,,
12217,2225.101,Input,38,Off1B2,,
12218,2225.528,Exit,8,FalseLeft,Time,
12219,2225.528,Entry,19,TrialEnd,,
12220,2225.528,Reg,3,ActionRate,    0.988,
12221,2225.528,Reg,4,LeftCorrect,    0.752,
12222,2225.528,Reg,5,RightCorrect,    0.953,
12223,2225.529,Exit,19,TrialEnd,Time,
12224,2225.529,Entry,1,Trial,,
12225,2225.529,Reg,1,Trial,  261.000,
12226,2225.531,Exit,1,Trial,Time,
12227,2225.531,Entry,2,ITI,,
12228,2225.531,Reg,6,ITItime, 3546.454,
12229,2226.953,Input,6,On1B2,,
12230,2227.015,Input,38,Off1B2,,
12231,2227.138,Input,6,On1B2,,
12232,2227.219,Input,38,Off1B2,,
12233,2229.078,Exit,2,ITI,Time,
12234,2229.078,Entry,3,Wait,,
12235,2229.579,Exit,3,Wait,Time,
12236,2229.579,List,,TrialType10,    9.000,
12237,2229.579,Entry,9,CueRight,,
12238,2229.679,Exit,9,CueRight,Time,
12239,2229.679,Entry,10,DeadRight,,
12240,2229.779,Exit,10,DeadRight,Time,
12241,2229.779,Entry,11,WaitForLickRight,,
12242,2230.527,Input,6,On1B2,,
12243,2230.527,Exit,11,WaitForLickRight,6,
12244,2230.527,Entry,12,HitRight,,
12245,2230.528,Exit,12,HitRight,Time,
12246,2230.528,Entry,16,WaterOut,,
12247,2230.579,Input,38,Off1B2,,
12248,2230.603,Exit,16,WaterOut,Time,
12249,2230.603,Entry,17,WaterConsumption,,
12250,2230.603,Reg,14,CupUp, 1925.000,
12251,2230.877,Input,6,On1B2,,
12252,2230.918,Input,38,Off1B2,,
12253,2232.529,Exit,17,WaterConsumption,Time,
12254,2232.529,Entry,19,TrialEnd,,
12255,2232.529,Reg,3,ActionRate,    0.989,
12256,2232.529,Reg,4,LeftCorrect,    0.752,
12257,2232.529,Reg,5,RightCorrect,    0.953,
12258,2232.531,Exit,19,TrialEnd,Time,
12259,2232.531,Entry,1,Trial,,
12260,2232.531,Reg,1,Trial,  262.000,
12261,2232.532,Exit,1,Trial,Time,
12262,2232.532,Entry,2,ITI,,
12263,2232.532,Reg,6,ITItime, 3793.406,
12264,2236.304,Input,6,On1B2,,
12265,2236.326,Exit,2,ITI,Time,
12266,2236.326,Entry,3,Wait,,
12267,2236.356,Input,38,Off1B2,,
12268,2236.492,Input,6,On1B2,,
12269,2236.492,Exit,3,Wait,6,
12270,2236.492,Entry,18,Punish,,
12271,2236.545,Input,38,Off1B2,,
12272,2236.652,Input,6,On1B2,,
12273,2236.734,Input,38,Off1B2,,
12274,2237.492,Exit,18,Punish,Time,
12275,2237.492,Entry,3,Wait,,
12276,2237.992,Exit,3,Wait,Time,
12277,2237.992,List,,TrialType10,    4.000,
12278,2237.992,Entry,4,CueLeft,,
12279,2238.092,Exit,4,CueLeft,Time,
12280,2238.092,Entry,5,DeadLeft,,
12281,2238.192,Exit,5,DeadLeft,Time,
12282,2238.192,Entry,6,WaitForLickLeft,,
12283,2238.516,Input,6,On1B2,,
12284,2238.516,Exit,6,WaitForLickLeft,6,
12285,2238.516,Entry,8,FalseLeft,,
12286,2238.569,Input,38,Off1B2,,
12287,2238.714,Input,6,On1B2,,
12288,2238.785,Input,38,Off1B2,,
12289,2238.961,Input,6,On1B2,,
12290,2239.033,Input,38,Off1B2,,
12291,2241.874,Input,6,On1B2,,
12292,2241.926,Input,38,Off1B2,,
12293,2242.023,Input,6,On1B2,,
12294,2242.085,Input,38,Off1B2,,
12295,2242.240,Input,6,On1B2,,
12296,2242.311,Input,38,Off1B2,,
12297,2243.518,Exit,8,FalseLeft,Time,
12298,2243.518,Entry,19,TrialEnd,,
12299,2243.518,Reg,3,ActionRate,    0.989,
12300,2243.518,Reg,4,LeftCorrect,    0.746,
12301,2243.518,Reg,5,RightCorrect,    0.953,
12302,2243.519,Exit,19,TrialEnd,Time,
12303,2243.519,Entry,1,Trial,,
12304,2243.519,Reg,1,Trial,  263.000,
12305,2243.521,Exit,1,Trial,Time,
12306,2243.521,Entry,2,ITI,,
12307,2243.521,Reg,6,ITItime, 3951.767,
12308,2243.926,Input,6,On1B2,,
12309,2243.977,Input,38,Off1B2,,
12310,2247.473,Exit,2,ITI,Time,
12311,2247.473,Entry,3,Wait,,
12312,2247.973,Exit,3,Wait,Time,
12313,2247.973,List,,TrialType10,    9.000,
12314,2247.973,Entry,9,CueRight,,
12315,2248.073,Exit,9,CueRight,Time,
12316,2248.073,Entry,10,DeadRight,,
12317,2248.173,Exit,10,DeadRight,Time,
12318,2248.173,Entry,11,WaitForLickRight,,
12319,2248.552,Input,6,On1B2,,
12320,2248.552,Exit,11,WaitForLickRight,6,
12321,2248.552,Entry,12,HitRight,,
12322,2248.553,Exit,12,HitRight,Time,
12323,2248.553,Entry,16,WaterOut,,
12324,2248.613,Input,38,Off1B2,,
12325,2248.628,Exit,16,WaterOut,Time,
12326,2248.628,Entry,17,WaterConsumption,,
12327,2248.628,Reg,14,CupUp, 1925.000,
12328,2249.462,Input,6,On1B2,,
12329,2249.504,Input,38,Off1B2,,
12330,2250.554,Exit,17,WaterConsumption,Time,
12331,2250.554,Entry,19,TrialEnd,,
12332,2250.554,Reg,3,ActionRate,    0.989,
12333,2250.554,Reg,4,LeftCorrect,    0.746,
12334,2250.554,Reg,5,RightCorrect,    0.954,
12335,2250.555,Exit,19,TrialEnd,Time,
12336,2250.555,Entry,1,Trial,,
12337,2250.555,Reg,1,Trial,  264.000,
12338,2250.557,Exit,1,Trial,Time,
12339,2250.557,Entry,2,ITI,,
12340,2250.557,Reg,6,ITItime, 2628.926,
12341,2250.599,Input,5,On1B1,,
12342,2250.653,Input,37,Off1B1,,
12343,2253.187,Exit,2,ITI,Time,
12344,2253.187,Entry,3,Wait,,
12345,2253.687,Exit,3,Wait,Time,
12346,2253.687,List,,TrialType10,    4.000,
12347,2253.687,Entry,4,CueLeft,,
12348,2253.787,Exit,4,CueLeft,Time,
12349,2253.787,Entry,5,DeadLeft,,
12350,2253.887,Exit,5,DeadLeft,Time,
12351,2253.887,Entry,6,WaitForLickLeft,,
12352,2254.126,Input,6,On1B2,,
12353,2254.126,Exit,6,WaitForLickLeft,6,
12354,2254.126,Entry,8,FalseLeft,,
12355,2254.167,Input,38,Off1B2,,
12356,2254.261,Input,6,On1B2,,
12357,2254.322,Input,38,Off1B2,,
12358,2254.429,Input,6,On1B2,,
12359,2254.501,Input,38,Off1B2,,
12360,2259.127,Exit,8,FalseLeft,Time,
12361,2259.127,Entry,19,TrialEnd,,
12362,2259.127,Reg,3,ActionRate,    0.989,
12363,2259.127,Reg,4,LeftCorrect,    0.740,
12364,2259.127,Reg,5,RightCorrect,    0.954,
12365,2259.128,Exit,19,TrialEnd,Time,
12366,2259.128,Entry,1,Trial,,
12367,2259.128,Reg,1,Trial,  265.000,
12368,2259.129,Exit,1,Trial,Time,
12369,2259.129,Entry,2,ITI,,
12370,2259.129,Reg,6,ITItime, 3613.746,
12371,2259.414,Input,6,On1B2,,
12372,2259.466,Input,38,Off1B2,,
12373,2259.573,Input,6,On1B2,,
12374,2259.644,Input,38,Off1B2,,
12375,2260.146,Input,6,On1B2,,
12376,2260.218,Input,38,Off1B2,,
12377,2262.744,Exit,2,ITI,Time,
12378,2262.744,Entry,3,Wait,,
12379,2262.868,Input,6,On1B2,,
12380,2262.868,Exit,3,Wait,6,
12381,2262.868,Entry,18,Punish,,
12382,2262.920,Input,38,Off1B2,,
12383,2263.869,Exit,18,Punish,Time,
12384,2263.869,Entry,3,Wait,,
12385,2264.034,Input,6,On1B2,,
12386,2264.034,Exit,3,Wait,6,
12387,2264.034,Entry,18,Punish,,
12388,2264.086,Input,38,Off1B2,,
12389,2264.183,Input,6,On1B2,,
12390,2264.235,Input,38,Off1B2,,
12391,2264.348,Input,6,On1B2,,
12392,2264.430,Input,38,Off1B2,,
12393,2265.034,Exit,18,Punish,Time,
12394,2265.034,Entry,3,Wait,,
12395,2265.534,Exit,3,Wait,Time,
12396,2265.534,List,,TrialType10,    4.000,
12397,2265.534,Entry,4,CueLeft,,
12398,2265.634,Exit,4,CueLeft,Time,
12399,2265.634,Entry,5,DeadLeft,,
12400,2265.734,Exit,5,DeadLeft,Time,
12401,2265.734,Entry,6,WaitForLickLeft,,
12402,2266.016,Input,6,On1B2,,
12403,2266.016,Exit,6,WaitForLickLeft,6,
12404,2266.016,Entry,8,FalseLeft,,
12405,2266.088,Input,38,Off1B2,,
12406,2266.272,Input,6,On1B2,,
12407,2266.344,Input,38,Off1B2,,
12408,2271.017,Exit,8,FalseLeft,Time,
12409,2271.017,Entry,19,TrialEnd,,
12410,2271.017,Reg,3,ActionRate,    0.989,
12411,2271.017,Reg,4,LeftCorrect,    0.735,
12412,2271.017,Reg,5,RightCorrect,    0.954,
12413,2271.019,Exit,19,TrialEnd,Time,
12414,2271.019,Entry,1,Trial,,
12415,2271.019,Reg,1,Trial,  266.000,
12416,2271.020,Exit,1,Trial,Time,
12417,2271.020,Entry,2,ITI,,
12418,2271.020,Reg,6,ITItime, 2255.013,
12419,2273.276,Exit,2,ITI,Time,
12420,2273.276,Entry,3,Wait,,
12421,2273.776,Exit,3,Wait,Time,
12422,2273.776,List,,TrialType10,    9.000,
12423,2273.776,Entry,9,CueRight,,
12424,2273.876,Exit,9,CueRight,Time,
12425,2273.876,Entry,10,DeadRight,,
12426,2273.977,Exit,10,DeadRight,Time,
12427,2273.977,Entry,11,WaitForLickRight,,
12428,2274.414,Input,6,On1B2,,
12429,2274.414,Exit,11,WaitForLickRight,6,
12430,2274.414,Entry,12,HitRight,,
12431,2274.415,Exit,12,HitRight,Time,
12432,2274.415,Entry,16,WaterOut,,
12433,2274.456,Input,38,Off1B2,,
12434,2274.491,Exit,16,WaterOut,Time,
12435,2274.491,Entry,17,WaterConsumption,,
12436,2274.491,Reg,14,CupUp, 1925.000,
12437,2276.198,Input,6,On1B2,,
12438,2276.249,Input,38,Off1B2,,
12439,2276.417,Exit,17,WaterConsumption,Time,
12440,2276.417,Entry,19,TrialEnd,,
12441,2276.417,Reg,3,ActionRate,    0.989,
12442,2276.417,Reg,4,LeftCorrect,    0.735,
12443,2276.417,Reg,5,RightCorrect,    0.954,
12444,2276.419,Exit,19,TrialEnd,Time,
12445,2276.419,Entry,1,Trial,,
12446,2276.419,Reg,1,Trial,  267.000,
12447,2276.420,Exit,1,Trial,Time,
12448,2276.420,Entry,2,ITI,,
12449,2276.420,Reg,6,ITItime, 3999.861,
12450,2280.220,Input,6,On1B2,,
12451,2280.282,Input,38,Off1B2,,
12452,2280.416,Input,6,On1B2,,
12453,2280.420,Exit,2,ITI,Time,
12454,2280.420,Entry,3,Wait,,
12455,2280.490,Input,38,Off1B2,,
12456,2280.920,Exit,3,Wait,Time,
12457,2280.920,List,,TrialType10,    4.000,
12458,2280.920,Entry,4,CueLeft,,
12459,2281.020,Exit,4,CueLeft,Time,
12460,2281.020,Entry,5,DeadLeft,,
12461,2281.120,Exit,5,DeadLeft,Time,
12462,2281.120,Entry,6,WaitForLickLeft,,
12463,2281.806,Input,6,On1B2,,
12464,2281.806,Exit,6,WaitForLickLeft,6,
12465,2281.806,Entry,8,FalseLeft,,
12466,2281.867,Input,38,Off1B2,,
12467,2282.040,Input,6,On1B2,,
12468,2282.102,Input,38,Off1B2,,
12469,2282.226,Input,6,On1B2,,
12470,2282.299,Input,38,Off1B2,,
12471,2283.613,Input,6,On1B2,,
12472,2283.684,Input,38,Off1B2,,
12473,2284.014,Input,6,On1B2,,
12474,2284.077,Input,38,Off1B2,,
12475,2284.712,Input,6,On1B2,,
12476,2284.783,Input,38,Off1B2,,
12477,2284.861,Input,6,On1B2,,
12478,2284.932,Input,38,Off1B2,,
12479,2286.807,Exit,8,FalseLeft,Time,
12480,2286.807,Entry,19,TrialEnd,,
12481,2286.807,Reg,3,ActionRate,    0.989,
12482,2286.807,Reg,4,LeftCorrect,    0.729,
12483,2286.807,Reg,5,RightCorrect,    0.954,
12484,2286.808,Exit,19,TrialEnd,Time,
12485,2286.808,Entry,1,Trial,,
12486,2286.808,Reg,1,Trial,  268.000,
12487,2286.809,Exit,1,Trial,Time,
12488,2286.809,Entry,2,ITI,,
12489,2286.809,Reg,6,ITItime, 2695.775,
12490,2289.506,Exit,2,ITI,Time,
12491,2289.506,Entry,3,Wait,,
12492,2290.006,Exit,3,Wait,Time,
12493,2290.006,List,,TrialType10,    9.000,
12494,2290.006,Entry,9,CueRight,,
12495,2290.106,Exit,9,CueRight,Time,
12496,2290.106,Entry,10,DeadRight,,
12497,2290.206,Exit,10,DeadRight,Time,
12498,2290.206,Entry,11,WaitForLickRight,,
12499,2290.632,Input,6,On1B2,,
12500,2290.632,Exit,11,WaitForLickRight,6,
12501,2290.632,Entry,12,HitRight,,
12502,2290.633,Exit,12,HitRight,Time,
12503,2290.633,Entry,16,WaterOut,,
12504,2290.683,Input,38,Off1B2,,
12505,2290.709,Exit,16,WaterOut,Time,
12506,2290.709,Entry,17,WaterConsumption,,
12507,2290.709,Reg,14,CupUp, 1925.000,
12508,2291.597,Input,6,On1B2,,
12509,2291.640,Input,38,Off1B2,,
12510,2291.884,Input,6,On1B2,,
12511,2291.937,Input,38,Off1B2,,
12512,2292.635,Exit,17,WaterConsumption,Time,
12513,2292.635,Entry,19,TrialEnd,,
12514,2292.635,Reg,3,ActionRate,    0.989,
12515,2292.635,Reg,4,LeftCorrect,    0.729,
12516,2292.635,Reg,5,RightCorrect,    0.955,
12517,2292.636,Exit,19,TrialEnd,Time,
12518,2292.636,Entry,1,Trial,,
12519,2292.636,Reg,1,Trial,  269.000,
12520,2292.637,Exit,1,Trial,Time,
12521,2292.637,Entry,2,ITI,,
12522,2292.637,Reg,6,ITItime, 2683.849,
12523,2295.321,Exit,2,ITI,Time,
12524,2295.321,Entry,3,Wait,,
12525,2295.821,Exit,3,Wait,Time,
12526,2295.821,List,,TrialType10,    4.000,
12527,2295.821,Entry,4,CueLeft,,
12528,2295.921,Exit,4,CueLeft,Time,
12529,2295.921,Entry,5,DeadLeft,,
12530,2296.021,Exit,5,DeadLeft,Time,
12531,2296.021,Entry,6,WaitForLickLeft,,
12532,2296.674,Input,6,On1B2,,
12533,2296.674,Exit,6,WaitForLickLeft,6,
12534,2296.674,Entry,8,FalseLeft,,
12535,2296.727,Input,38,Off1B2,,
12536,2297.063,Input,6,On1B2,,
12537,2297.137,Input,38,Off1B2,,
12538,2297.246,Input,6,On1B2,,
12539,2297.308,Input,38,Off1B2,,
12540,2299.025,Input,6,On1B2,,
12541,2299.097,Input,38,Off1B2,,
12542,2300.020,Input,6,On1B2,,
12543,2300.071,Input,38,Off1B2,,
12544,2300.185,Input,6,On1B2,,
12545,2300.256,Input,38,Off1B2,,
12546,2300.348,Input,6,On1B2,,
12547,2300.432,Input,38,Off1B2,,
12548,2301.661,Input,6,On1B2,,
12549,2301.675,Exit,8,FalseLeft,Time,
12550,2301.675,Entry,19,TrialEnd,,
12551,2301.675,Reg,3,ActionRate,    0.989,
12552,2301.675,Reg,4,LeftCorrect,    0.724,
12553,2301.675,Reg,5,RightCorrect,    0.955,
12554,2301.677,Exit,19,TrialEnd,Time,
12555,2301.677,Entry,1,Trial,,
12556,2301.677,Reg,1,Trial,  270.000,
12557,2301.678,Exit,1,Trial,Time,
12558,2301.678,Entry,2,ITI,,
12559,2301.678,Reg,6,ITItime, 2877.115,
12560,2301.713,Input,38,Off1B2,,
12561,2301.808,Input,6,On1B2,,
12562,2301.881,Input,38,Off1B2,,
12563,2304.142,Input,6,On1B2,,
12564,2304.193,Input,38,Off1B2,,
12565,2304.557,Exit,2,ITI,Time,
12566,2304.557,Entry,3,Wait,,
12567,2305.057,Exit,3,Wait,Time,
12568,2305.057,List,,TrialType10,    9.000,
12569,2305.057,Entry,9,CueRight,,
12570,2305.157,Exit,9,CueRight,Time,
12571,2305.157,Entry,10,DeadRight,,
12572,2305.257,Exit,10,DeadRight,Time,
12573,2305.257,Entry,11,WaitForLickRight,,
12574,2305.411,Input,6,On1B2,,
12575,2305.411,Exit,11,WaitForLickRight,6,
12576,2305.411,Entry,12,HitRight,,
12577,2305.413,Exit,12,HitRight,Time,
12578,2305.413,Entry,16,WaterOut,,
12579,2305.483,Input,38,Off1B2,,
12580,2305.489,Exit,16,WaterOut,Time,
12581,2305.489,Entry,17,WaterConsumption,,
12582,2305.489,Reg,14,CupUp, 1925.000,
12583,2306.894,Input,6,On1B2,,
12584,2306.965,Input,38,Off1B2,,
12585,2307.071,Input,6,On1B2,,
12586,2307.114,Input,38,Off1B2,,
12587,2307.249,Input,5,On1B1,,
12588,2307.290,Input,37,Off1B1,,
12589,2307.415,Exit,17,WaterConsumption,Time,
12590,2307.415,Entry,19,TrialEnd,,
12591,2307.415,Reg,3,ActionRate,    0.989,
12592,2307.415,Reg,4,LeftCorrect,    0.724,
12593,2307.415,Reg,5,RightCorrect,    0.955,
12594,2307.417,Exit,19,TrialEnd,Time,
12595,2307.417,Entry,1,Trial,,
12596,2307.417,Reg,1,Trial,  271.000,
12597,2307.418,Exit,1,Trial,Time,
12598,2307.418,Entry,2,ITI,,
12599,2307.418,Reg,6,ITItime, 2167.156,
12600,2309.586,Exit,2,ITI,Time,
12601,2309.586,Entry,3,Wait,,
12602,2310.086,Exit,3,Wait,Time,
12603,2310.086,List,,TrialType10,    9.000,
12604,2310.086,Entry,9,CueRight,,
12605,2310.186,Exit,9,CueRight,Time,
12606,2310.186,Entry,10,DeadRight,,
12607,2310.286,Exit,10,DeadRight,Time,
12608,2310.286,Entry,11,WaitForLickRight,,
12609,2310.452,Input,6,On1B2,,
12610,2310.452,Exit,11,WaitForLickRight,6,
12611,2310.452,Entry,12,HitRight,,
12612,2310.453,Exit,12,HitRight,Time,
12613,2310.453,Entry,16,WaterOut,,
12614,2310.514,Input,38,Off1B2,,
12615,2310.528,Exit,16,WaterOut,Time,
12616,2310.528,Entry,17,WaterConsumption,,
12617,2310.528,Reg,14,CupUp, 1925.000,
12618,2311.280,Input,6,On1B2,,
12619,2311.321,Input,38,Off1B2,,
12620,2312.454,Exit,17,WaterConsumption,Time,
12621,2312.454,Entry,19,TrialEnd,,
12622,2312.454,Reg,3,ActionRate,    0.989,
12623,2312.454,Reg,4,LeftCorrect,    0.724,
12624,2312.454,Reg,5,RightCorrect,    0.955,
12625,2312.456,Exit,19,TrialEnd,Time,
12626,2312.456,Entry,1,Trial,,
12627,2312.456,Reg,1,Trial,  272.000,
12628,2312.457,Exit,1,Trial,Time,
12629,2312.457,Entry,2,ITI,,
12630,2312.457,Reg,6,ITItime, 3825.963,
12631,2315.374,Input,6,On1B2,,
12632,2315.425,Input,38,Off1B2,,
12633,2315.631,Input,6,On1B2,,
12634,2315.704,Input,38,Off1B2,,
12635,2316.251,Input,6,On1B2,,
12636,2316.283,Exit,2,ITI,Time,
12637,2316.283,Entry,3,Wait,,
12638,2316.302,Input,38,Off1B2,,
12639,2316.783,Exit,3,Wait,Time,
12640,2316.783,List,,TrialType10,    9.000,
12641,2316.783,Entry,9,CueRight,,
12642,2316.883,Exit,9,CueRight,Time,
12643,2316.883,Entry,10,DeadRight,,
12644,2316.984,Exit,10,DeadRight,Time,
12645,2316.984,Entry,11,WaitForLickRight,,
12646,2317.072,Input,6,On1B2,,
12647,2317.072,Exit,11,WaitForLickRight,6,
12648,2317.072,Entry,12,HitRight,,
12649,2317.074,Exit,12,HitRight,Time,
12650,2317.074,Entry,16,WaterOut,,
12651,2317.134,Input,38,Off1B2,,
12652,2317.149,Exit,16,WaterOut,Time,
12653,2317.149,Entry,17,WaterConsumption,,
12654,2317.149,Reg,14,CupUp, 1925.000,
12655,2317.263,Input,6,On1B2,,
12656,2317.326,Input,38,Off1B2,,
12657,2318.999,Input,6,On1B2,,
12658,2319.040,Input,38,Off1B2,,
12659,2319.075,Exit,17,WaterConsumption,Time,
12660,2319.075,Entry,19,TrialEnd,,
12661,2319.075,Reg,3,ActionRate,    0.989,
12662,2319.075,Reg,4,LeftCorrect,    0.724,
12663,2319.075,Reg,5,RightCorrect,    0.956,
12664,2319.076,Exit,19,TrialEnd,Time,
12665,2319.076,Entry,1,Trial,,
12666,2319.076,Reg,1,Trial,  273.000,
12667,2319.079,Exit,1,Trial,Time,
12668,2319.079,Entry,2,ITI,,
12669,2319.079,Reg,6,ITItime, 3882.112,
12670,2321.642,Input,6,On1B2,,
12671,2321.704,Input,38,Off1B2,,
12672,2322.562,Input,6,On1B2,,
12673,2322.623,Input,38,Off1B2,,
12674,2322.742,Input,6,On1B2,,
12675,2322.794,Input,38,Off1B2,,
12676,2322.943,Input,6,On1B2,,
12677,2322.962,Exit,2,ITI,Time,
12678,2322.962,Entry,3,Wait,,
12679,2323.007,Input,38,Off1B2,,
12680,2323.118,Input,6,On1B2,,
12681,2323.118,Exit,3,Wait,6,
12682,2323.118,Entry,18,Punish,,
12683,2323.190,Input,38,Off1B2,,
12684,2324.044,Input,6,On1B2,,
12685,2324.085,Input,38,Off1B2,,
12686,2324.118,Exit,18,Punish,Time,
12687,2324.118,Entry,3,Wait,,
12688,2324.177,Input,6,On1B2,,
12689,2324.177,Exit,3,Wait,6,
12690,2324.177,Entry,18,Punish,,
12691,2324.230,Input,38,Off1B2,,
12692,2325.177,Exit,18,Punish,Time,
12693,2325.177,Entry,3,Wait,,
12694,2325.346,Input,6,On1B2,,
12695,2325.346,Exit,3,Wait,6,
12696,2325.346,Entry,18,Punish,,
12697,2325.410,Input,38,Off1B2,,
12698,2325.500,Input,6,On1B2,,
12699,2325.552,Input,38,Off1B2,,
12700,2325.630,Input,6,On1B2,,
12701,2325.702,Input,38,Off1B2,,
12702,2326.346,Exit,18,Punish,Time,
12703,2326.346,Entry,3,Wait,,
12704,2326.846,Exit,3,Wait,Time,
12705,2326.846,List,,TrialType10,    4.000,
12706,2326.846,Entry,4,CueLeft,,
12707,2326.946,Exit,4,CueLeft,Time,
12708,2326.946,Entry,5,DeadLeft,,
12709,2327.046,Exit,5,DeadLeft,Time,
12710,2327.046,Entry,6,WaitForLickLeft,,
12711,2327.285,Input,6,On1B2,,
12712,2327.285,Exit,6,WaitForLickLeft,6,
12713,2327.285,Entry,8,FalseLeft,,
12714,2327.347,Input,38,Off1B2,,
12715,2327.600,Input,6,On1B2,,
12716,2327.682,Input,38,Off1B2,,
12717,2331.551,Input,6,On1B2,,
12718,2331.592,Input,38,Off1B2,,
12719,2331.680,Input,6,On1B2,,
12720,2331.753,Input,38,Off1B2,,
12721,2332.286,Exit,8,FalseLeft,Time,
12722,2332.286,Entry,19,TrialEnd,,
12723,2332.286,Reg,3,ActionRate,    0.989,
12724,2332.286,Reg,4,LeftCorrect,    0.719,
12725,2332.286,Reg,5,RightCorrect,    0.956,
12726,2332.287,Exit,19,TrialEnd,Time,
12727,2332.287,Entry,1,Trial,,
12728,2332.287,Reg,1,Trial,  274.000,
12729,2332.288,Exit,1,Trial,Time,
12730,2332.288,Entry,2,ITI,,
12731,2332.288,Reg,6,ITItime, 3162.656,
12732,2332.910,Input,6,On1B2,,
12733,2332.941,Input,38,Off1B2,,
12734,2333.185,Input,6,On1B2,,
12735,2333.247,Input,38,Off1B2,,
12736,2333.392,Input,6,On1B2,,
12737,2333.474,Input,38,Off1B2,,
12738,2335.451,Exit,2,ITI,Time,
12739,2335.451,Entry,3,Wait,,
